,,SN neutrino arrival delay [s] 2022-06-14 20:00:00.100
CK Car,LZ,0.04472839480339184
CK Car,MicroBooNe,0.04472839480339184
CK Car,IC,0.06551127756553288
EV Car,SK,0.023874896074903517
EV Car,KL,0.023875864349236657
EV Car,HK,0.02389358137534625
EV Car,PandaX-4T,0.02815839353877303
EV Car,JUNO,0.02902264132021808
EV Car,Baksan,0.03346131229453929
EV Car,NOvA,0.03792039524633693
EV Car,LVD,0.03807769165872213
EV Car,DS-20K,0.03807769165872213
EV Car,Borexino,0.03807769165872213
EV Car,XENONnT,0.03807769165872213
EV Car,HALO-1kT,0.03955118168665924
EV Car,SNOP,0.03955118168665924
EV Car,KM3,0.03972197570551931
EV Car,SBND,0.040580180762377176
EV Car,DUNE,0.040580180762377176
EV Car,LZ,0.040580180762377176
EV Car,MicroBooNe,0.040580180762377176
EV Car,IC,0.0608793207956418
IX Car,SK,0.023140874215031502
IX Car,KL,0.023141669472417883
IX Car,HK,0.023159373602217665
IX Car,PandaX-4T,0.028524994775209745
IX Car,JUNO,0.029081298862229685
IX Car,Baksan,0.034246808923812475
IX Car,NOvA,0.03677560569754732
IX Car,SNOP,0.03857022005861335
IX Car,HALO-1kT,0.03857022005861335
IX Car,LVD,0.03861006011008743
IX Car,DS-20K,0.03861006011008743
IX Car,Borexino,0.03861006011008743
IX Car,XENONnT,0.03861006011008743
IX Car,SBND,0.03945334691477655
IX Car,LZ,0.03945334691477655
IX Car,MicroBooNe,0.03945334691477655
IX Car,DUNE,0.03945334691477655
IX Car,KM3,0.04031016093486519
IX Car,IC,0.06022236427558349
HD 95687,SK,0.06196244968123818
HD 95687,KL,0.06196301670193895
HD 95687,HK,0.06197660394676818
HD 95687,PandaX-4T,0.06652200592952276
HD 95687,JUNO,0.06699895795758505
HD 95687,Baksan,0.07138460844281208
HD 95687,NOvA,0.07299701096959821
HD 95687,SNOP,0.07479861819669716
HD 95687,HALO-1kT,0.07479861819669716
HD 95687,LVD,0.07544320066564036
HD 95687,DS-20K,0.07544320066564036
HD 95687,Borexino,0.07544320066564036
HD 95687,XENONnT,0.07544320066564036
HD 95687,SBND,0.07566421863186454
HD 95687,LZ,0.07566421863186454
HD 95687,MicroBooNe,0.07566421863186454
HD 95687,DUNE,0.07566421863186454
HD 95687,KM3,0.07722461971474466
HD 95687,IC,0.09964032009739095
AD Per,IC,0.05697250106530451
AD Per,KM3,0.07774494366483216
AD Per,DS-20K,0.0798408511373429
AD Per,LVD,0.0798408511373429
AD Per,Borexino,0.0798408511373429
AD Per,XENONnT,0.0798408511373429
AD Per,Baksan,0.0811753168588769
AD Per,PandaX-4T,0.0841720927373138
AD Per,JUNO,0.08443529598512181
AD Per,HALO-1kT,0.0885356104893842
AD Per,SNOP,0.0885356104893842
AD Per,SBND,0.08858526306871763
AD Per,DUNE,0.08858526306871763
AD Per,LZ,0.08858526306871763
AD Per,MicroBooNe,0.08858526306871763
AD Per,NOvA,0.09011792070352653
AD Per,HK,0.09057078391466757
AD Per,SK,0.09058076805993438
AD Per,KL,0.09058083408283109
BU Per,IC,0.02287404050308825
BU Per,KM3,0.04446813453786455
BU Per,DS-20K,0.0463271563943313
BU Per,LVD,0.0463271563943313
BU Per,Borexino,0.0463271563943313
BU Per,XENONnT,0.0463271563943313
BU Per,Baksan,0.04751217240410578
BU Per,PandaX-4T,0.05007202100413256
BU Per,JUNO,0.05027803337133524
BU Per,HALO-1kT,0.05370979638963567
BU Per,SNOP,0.05370979638963567
BU Per,SBND,0.053737940328249856
BU Per,DUNE,0.053737940328249856
BU Per,LZ,0.053737940328249856
BU Per,MicroBooNe,0.053737940328249856
BU Per,NOvA,0.055033549473266705
BU Per,HK,0.0554513117198662
BU Per,SK,0.05545972349576592
BU Per,KL,0.05545976915472144
V0407 Pup,PandaX-4T,0.01575451659790505
V0407 Pup,JUNO,0.01677992247410599
V0407 Pup,HK,0.023887849745987844
V0407 Pup,SK,0.023892368923290212
V0407 Pup,KL,0.023893508487168962
V0407 Pup,Baksan,0.02800528685494312
V0407 Pup,KM3,0.03557695164471227
V0407 Pup,LVD,0.0358414377372036
V0407 Pup,DS-20K,0.0358414377372036
V0407 Pup,Borexino,0.0358414377372036
V0407 Pup,XENONnT,0.0358414377372036
V0407 Pup,IC,0.04813163373695095
V0407 Pup,NOvA,0.048233050639348914
V0407 Pup,HALO-1kT,0.04885264098362121
V0407 Pup,SNOP,0.04885264098362121
V0407 Pup,SBND,0.04996862109962513
V0407 Pup,DUNE,0.04996862109962513
V0407 Pup,LZ,0.04996862109962513
V0407 Pup,MicroBooNe,0.04996862109962513
NSV 3213-2,PandaX-4T,0.03139699862918903
NSV 3213-2,JUNO,0.03316091933139934
NSV 3213-2,Baksan,0.03712077650584597
NSV 3213-2,HK,0.041701186577345256
NSV 3213-2,SK,0.04170565522860747
NSV 3213-2,KL,0.04170686010009542
NSV 3213-2,KM3,0.043085452509158816
NSV 3213-2,LVD,0.0441935926981609
NSV 3213-2,DS-20K,0.0441935926981609
NSV 3213-2,Borexino,0.0441935926981609
NSV 3213-2,XENONnT,0.0441935926981609
NSV 3213-2,IC,0.055787029598095846
NSV 3213-2,HALO-1kT,0.06228077357505797
NSV 3213-2,SNOP,0.06228077357505797
NSV 3213-2,NOvA,0.062375446319448
NSV 3213-2,SBND,0.06370060749130574
NSV 3213-2,DUNE,0.06370060749130574
NSV 3213-2,LZ,0.06370060749130574
NSV 3213-2,MicroBooNe,0.06370060749130574
QY Pup,PandaX-4T,0.03979762663712949
QY Pup,JUNO,0.040487771005911735
QY Pup,HK,0.04694475601507735
QY Pup,SK,0.04695028249489137
QY Pup,KL,0.046951248583276144
QY Pup,Baksan,0.04962578468337007
QY Pup,KM3,0.056871926295874696
QY Pup,LVD,0.05736589787532757
QY Pup,DS-20K,0.05736589787532757
QY Pup,Borexino,0.05736589787532757
QY Pup,XENONnT,0.05736589787532757
QY Pup,IC,0.06904338028824786
QY Pup,NOvA,0.07184105654995834
QY Pup,HALO-1kT,0.07241018663523052
QY Pup,SNOP,0.07241018663523052
QY Pup,SBND,0.07366970640632142
QY Pup,DUNE,0.07366970640632142
QY Pup,LZ,0.07366970640632142
QY Pup,MicroBooNe,0.07366970640632142
NSV 17270,PandaX-4T,0.06712332933227572
NSV 17270,JUNO,0.06721092177644955
NSV 17270,Baksan,0.07470292872730568
NSV 17270,HK,0.07628045696038518
NSV 17270,SK,0.07629447253503319
NSV 17270,KL,0.07629501653638834
NSV 17270,IC,0.07639572704986101
NSV 17270,KM3,0.07912176952360173
NSV 17270,LVD,0.0807870442966337
NSV 17270,DS-20K,0.0807870442966337
NSV 17270,Borexino,0.0807870442966337
NSV 17270,XENONnT,0.0807870442966337
NSV 17270,HALO-1kT,0.09794707686793543
NSV 17270,SNOP,0.09794707686793543
NSV 17270,NOvA,0.09808022423551013
NSV 17270,DUNE,0.09890525887322119
NSV 17270,LZ,0.09890525887322119
NSV 17270,MicroBooNe,0.09890525887322119
NSV 17270,SBND,0.09890525887322119
V0384 Pup-2,PandaX-4T,0.03957493533290774
V0384 Pup-2,JUNO,0.041182887087621134
V0384 Pup-2,SK,0.04537255380259302
V0384 Pup-2,KL,0.04537385567152159
V0384 Pup-2,HK,0.04537568455879692
V0384 Pup-2,Baksan,0.046367924536576594
V0384 Pup-2,LVD,0.053705520802961766
V0384 Pup-2,DS-20K,0.053705520802961766
V0384 Pup-2,Borexino,0.053705520802961766
V0384 Pup-2,XENONnT,0.053705520802961766
V0384 Pup-2,KM3,0.05376052495180256
V0384 Pup-2,NOvA,0.0674343126288706
V0384 Pup-2,SNOP,0.0680284356987137
V0384 Pup-2,HALO-1kT,0.0680284356987137
V0384 Pup-2,SBND,0.06956427712318417
V0384 Pup-2,DUNE,0.06956427712318417
V0384 Pup-2,LZ,0.06956427712318417
V0384 Pup-2,MicroBooNe,0.06956427712318417
V0384 Pup-2,IC,0.07383512455083313
HD 45829-2,PandaX-4T,0.05887794575704154
HD 45829-2,JUNO,0.05991330656022347
HD 45829-2,Baksan,0.06375982409584321
HD 45829-2,KM3,0.0680273232660864
HD 45829-2,HK,0.06912661144950258
HD 45829-2,SK,0.06913599530379984
HD 45829-2,KL,0.06913689301063435
HD 45829-2,LVD,0.06969647612374177
HD 45829-2,DS-20K,0.06969647612374177
HD 45829-2,Borexino,0.06969647612374177
HD 45829-2,XENONnT,0.06969647612374177
HD 45829-2,IC,0.07235600991061844
HD 45829-2,HALO-1kT,0.08875407795728567
HD 45829-2,SNOP,0.08875407795728567
HD 45829-2,NOvA,0.08914819567929225
HD 45829-2,SBND,0.09004164347831436
HD 45829-2,DUNE,0.09004164347831436
HD 45829-2,LZ,0.09004164347831436
HD 45829-2,MicroBooNe,0.09004164347831436
T Per,IC,0.020268372109240464
T Per,KM3,0.04279874068366577
T Per,DS-20K,0.044599134527486754
T Per,LVD,0.044599134527486754
T Per,Borexino,0.044599134527486754
T Per,XENONnT,0.044599134527486754
T Per,Baksan,0.04570389416372927
T Per,PandaX-4T,0.047913867549057576
T Per,JUNO,0.04803170258091634
T Per,SBND,0.051513432929055816
T Per,DUNE,0.051513432929055816
T Per,LZ,0.051513432929055816
T Per,MicroBooNe,0.051513432929055816
T Per,HALO-1kT,0.05152845094470499
T Per,SNOP,0.05152845094470499
T Per,NOvA,0.052779185427675616
T Per,HK,0.0530398189277468
T Per,SK,0.05304839232651098
T Per,KL,0.053048403502332364
psi 1 Aur,IC,0.03538854693367107
psi 1 Aur,JUNO,0.049314507595326226
psi 1 Aur,PandaX-4T,0.05004559663387463
psi 1 Aur,Baksan,0.05514988535600207
psi 1 Aur,KM3,0.0561574964291246
psi 1 Aur,HK,0.05710329878768444
psi 1 Aur,KL,0.05711999395257064
psi 1 Aur,SK,0.0571200412972108
psi 1 Aur,LVD,0.05806055680443987
psi 1 Aur,DS-20K,0.05806055680443987
psi 1 Aur,Borexino,0.05806055680443987
psi 1 Aur,XENONnT,0.05806055680443987
psi 1 Aur,HALO-1kT,0.0692175574016241
psi 1 Aur,SNOP,0.0692175574016241
psi 1 Aur,DUNE,0.06939021056995028
psi 1 Aur,LZ,0.06939021056995028
psi 1 Aur,MicroBooNe,0.06939021056995028
psi 1 Aur,SBND,0.06939021056995028
psi 1 Aur,NOvA,0.06969168173196953
NO Aur,IC,0.06934974706828388
NO Aur,PandaX-4T,0.07391733380378038
NO Aur,JUNO,0.07446233461674441
NO Aur,Baksan,0.07633244452907717
NO Aur,KM3,0.07762950158943925
NO Aur,DS-20K,0.07983486483343197
NO Aur,LVD,0.07983486483343197
NO Aur,XENONnT,0.07983486483343197
NO Aur,Borexino,0.07983486483343197
NO Aur,HK,0.08371535465978405
NO Aur,SK,0.08372807556871627
NO Aur,KL,0.08372859914073132
NO Aur,HALO-1kT,0.09696604128927784
NO Aur,SNOP,0.09696604128927784
NO Aur,SBND,0.0978225260388536
NO Aur,DUNE,0.0978225260388536
NO Aur,LZ,0.0978225260388536
NO Aur,MicroBooNe,0.0978225260388536
NO Aur,NOvA,0.09787642460084585
CE Tau,PandaX-4T,0.03273860761155085
CE Tau,Baksan,0.033576239681839
CE Tau,JUNO,0.03411846312812183
CE Tau,KM3,0.035413764344348
CE Tau,IC,0.03632960281063062
CE Tau,DS-20K,0.037465203883412485
CE Tau,LVD,0.037465203883412485
CE Tau,XENONnT,0.037465203883412485
CE Tau,Borexino,0.037465203883412485
CE Tau,HK,0.04300125090455201
CE Tau,SK,0.04300897688786825
CE Tau,KL,0.043009773417466673
CE Tau,HALO-1kT,0.054690652378287734
CE Tau,SNOP,0.054690652378287734
CE Tau,NOvA,0.055520421072492075
CE Tau,SBND,0.05573685303998391
CE Tau,DUNE,0.05573685303998391
CE Tau,LZ,0.05573685303998391
CE Tau,MicroBooNe,0.05573685303998391
HD 44391-2,IC,0.04860729248180936
HD 44391-2,PandaX-4T,0.04874858604672942
HD 44391-2,JUNO,0.048920057284636394
HD 44391-2,Baksan,0.053880145648926514
HD 44391-2,KM3,0.05647092538828358
HD 44391-2,HK,0.05814635207892528
HD 44391-2,SK,0.058160354768811706
HD 44391-2,KL,0.05816079784164697
HD 44391-2,LVD,0.05842922697067692
HD 44391-2,DS-20K,0.05842922697067692
HD 44391-2,Borexino,0.05842922697067692
HD 44391-2,XENONnT,0.05842922697067692
HD 44391-2,HALO-1kT,0.0743079699105328
HD 44391-2,SNOP,0.0743079699105328
HD 44391-2,NOvA,0.07480630757957304
HD 44391-2,DUNE,0.07506451225484499
HD 44391-2,LZ,0.07506451225484499
HD 44391-2,MicroBooNe,0.07506451225484499
HD 44391-2,SBND,0.07506451225484499
HD 33299-2,IC,0.034732630820935466
HD 33299-2,PandaX-4T,0.040117096131099476
HD 33299-2,Baksan,0.04043242293672954
HD 33299-2,KM3,0.040940038165868414
HD 33299-2,JUNO,0.04103684084303187
HD 33299-2,DS-20K,0.04311244285556312
HD 33299-2,LVD,0.04311244285556312
HD 33299-2,XENONnT,0.04311244285556312
HD 33299-2,Borexino,0.04311244285556312
HD 33299-2,HK,0.04949192099717068
HD 33299-2,SK,0.049501365745211565
HD 33299-2,KL,0.04950193897661026
HD 33299-2,HALO-1kT,0.05879781716036414
HD 33299-2,SNOP,0.05879781716036414
HD 33299-2,SBND,0.05961671598083219
HD 33299-2,DUNE,0.05961671598083219
HD 33299-2,LZ,0.05961671598083219
HD 33299-2,MicroBooNe,0.05961671598083219
HD 33299-2,NOvA,0.0597810795879021
RW Cyg,IC,0.024671286552852733
RW Cyg,MicroBooNe,0.03620854889303549
RW Cyg,LZ,0.03620854889303549
RW Cyg,SBND,0.03620854889303549
RW Cyg,DUNE,0.03620854889303549
RW Cyg,SNOP,0.03749273680196808
RW Cyg,HALO-1kT,0.03749273680196808
RW Cyg,NOvA,0.038455158758889774
RW Cyg,KM3,0.04511980952322429
RW Cyg,DS-20K,0.045512132577918814
RW Cyg,LVD,0.045512132577918814
RW Cyg,XENONnT,0.045512132577918814
RW Cyg,Borexino,0.045512132577918814
RW Cyg,Baksan,0.04955365829077618
RW Cyg,HK,0.052158907560339876
RW Cyg,KL,0.05216084671494534
RW Cyg,SK,0.052161330556112044
RW Cyg,JUNO,0.052765784588028164
RW Cyg,PandaX-4T,0.05319928496853081
AZ Cyg,IC,0.02426387468254336
AZ Cyg,MicroBooNe,0.04074531468465948
AZ Cyg,LZ,0.04074531468465948
AZ Cyg,SBND,0.04074531468465948
AZ Cyg,DUNE,0.04074531468465948
AZ Cyg,SNOP,0.04185601362196915
AZ Cyg,HALO-1kT,0.04185601362196915
AZ Cyg,NOvA,0.0429424854037093
AZ Cyg,KM3,0.047068581602238105
AZ Cyg,DS-20K,0.047718438071310446
AZ Cyg,LVD,0.047718438071310446
AZ Cyg,XENONnT,0.047718438071310446
AZ Cyg,Borexino,0.047718438071310446
AZ Cyg,Baksan,0.05159188080387358
AZ Cyg,JUNO,0.05484746778661518
AZ Cyg,HK,0.05509209979185931
AZ Cyg,KL,0.0550953672043292
AZ Cyg,SK,0.05509581009262338
AZ Cyg,PandaX-4T,0.055242690313223625
BC Cyg,IC,0.04568821821573176
BC Cyg,MicroBooNe,0.05575599095705592
BC Cyg,LZ,0.05575599095705592
BC Cyg,SBND,0.05575599095705592
BC Cyg,DUNE,0.05575599095705592
BC Cyg,SNOP,0.05723057622326009
BC Cyg,HALO-1kT,0.05723057622326009
BC Cyg,NOvA,0.05826594783567619
BC Cyg,KM3,0.06681725858463336
BC Cyg,DS-20K,0.06718073402670086
BC Cyg,LVD,0.06718073402670086
BC Cyg,XENONnT,0.06718073402670086
BC Cyg,Borexino,0.06718073402670086
BC Cyg,Baksan,0.07203976650948452
BC Cyg,HK,0.07489842720669966
BC Cyg,KL,0.07490016697187986
BC Cyg,SK,0.07490075795283505
BC Cyg,JUNO,0.07595231805586646
BC Cyg,PandaX-4T,0.07647384530762434
SW Cep,IC,0.025195913702049093
SW Cep,MicroBooNe,0.05224245672382407
SW Cep,LZ,0.05224245672382407
SW Cep,SBND,0.05224245672382407
SW Cep,DUNE,0.05224245672382407
SW Cep,SNOP,0.053246123312220964
SW Cep,HALO-1kT,0.053246123312220964
SW Cep,NOvA,0.05419804691597043
SW Cep,KM3,0.05491319644712133
SW Cep,DS-20K,0.05596599868612455
SW Cep,LVD,0.05596599868612455
SW Cep,XENONnT,0.05596599868612455
SW Cep,Borexino,0.05596599868612455
SW Cep,Baksan,0.0587675210034824
SW Cep,JUNO,0.059797983689165536
SW Cep,PandaX-4T,0.06052994629172519
SW Cep,HK,0.06154052950223644
SW Cep,KL,0.061548195751006826
SW Cep,SK,0.06154871819983718
U Lac,IC,0.02308939862229291
U Lac,KM3,0.046870452000098685
U Lac,MicroBooNe,0.047267743916276375
U Lac,LZ,0.047267743916276375
U Lac,DUNE,0.047267743916276375
U Lac,SBND,0.047267743916276375
U Lac,SNOP,0.04786201578404437
U Lac,HALO-1kT,0.04786201578404437
U Lac,DS-20K,0.048087654959983614
U Lac,LVD,0.048087654959983614
U Lac,XENONnT,0.048087654959983614
U Lac,Borexino,0.048087654959983614
U Lac,NOvA,0.0492339268252124
U Lac,Baksan,0.05138442909004165
U Lac,JUNO,0.05532242632340765
U Lac,PandaX-4T,0.055398961908753645
U Lac,HK,0.057606551001795334
U Lac,KL,0.05761169281320596
U Lac,SK,0.05761192291398011
IO Per,IC,0.030056581024586342
IO Per,KM3,0.05060287478886847
IO Per,DS-20K,0.05263270050316718
IO Per,LVD,0.05263270050316718
IO Per,Borexino,0.05263270050316718
IO Per,XENONnT,0.05263270050316718
IO Per,Baksan,0.05316501281264082
IO Per,PandaX-4T,0.05506870845035581
IO Per,JUNO,0.055297917849275464
IO Per,HK,0.0613969108943956
IO Per,SK,0.06140669423560359
IO Per,KL,0.061406794385727714
IO Per,HALO-1kT,0.06188579455708936
IO Per,SNOP,0.06188579455708936
IO Per,SBND,0.06202996763924839
IO Per,DUNE,0.06202996763924839
IO Per,LZ,0.06202996763924839
IO Per,MicroBooNe,0.06202996763924839
IO Per,NOvA,0.0632008555073213
V0358 Cas,IC,0.03134851508132121
V0358 Cas,KM3,0.055667717799914924
V0358 Cas,DS-20K,0.05713816115415917
V0358 Cas,LVD,0.05713816115415917
V0358 Cas,Borexino,0.05713816115415917
V0358 Cas,XENONnT,0.05713816115415917
V0358 Cas,SBND,0.05830709282372519
V0358 Cas,DUNE,0.05830709282372519
V0358 Cas,LZ,0.05830709282372519
V0358 Cas,MicroBooNe,0.05830709282372519
V0358 Cas,HALO-1kT,0.05879423968364578
V0358 Cas,SNOP,0.05879423968364578
V0358 Cas,Baksan,0.06019562924644996
V0358 Cas,NOvA,0.06026080050549968
V0358 Cas,JUNO,0.06411717973894045
V0358 Cas,PandaX-4T,0.0641572337043683
V0358 Cas,HK,0.06731196537934794
V0358 Cas,KL,0.06731854200365951
V0358 Cas,SK,0.06731873660669331
PZ Cas,IC,0.044926276120830604
PZ Cas,KM3,0.07070426967077909
PZ Cas,DS-20K,0.07230229838860316
PZ Cas,LVD,0.07230229838860316
PZ Cas,Borexino,0.07230229838860316
PZ Cas,XENONnT,0.07230229838860316
PZ Cas,SBND,0.07395215058745434
PZ Cas,DUNE,0.07395215058745434
PZ Cas,LZ,0.07395215058745434
PZ Cas,MicroBooNe,0.07395215058745434
PZ Cas,HALO-1kT,0.07448786429629664
PZ Cas,SNOP,0.07448786429629664
PZ Cas,Baksan,0.07509540184693535
PZ Cas,NOvA,0.07593056577571351
PZ Cas,JUNO,0.07821994629540802
PZ Cas,PandaX-4T,0.07841998825100618
PZ Cas,HK,0.081938294652701
PZ Cas,KL,0.08194666380621726
PZ Cas,SK,0.08194691718984523
V0558 Nor,NOvA,0.04054570148380808
V0558 Nor,MicroBooNe,0.04236923306732106
V0558 Nor,LZ,0.04236923306732106
V0558 Nor,SBND,0.04236923306732106
V0558 Nor,DUNE,0.04236923306732106
V0558 Nor,SNOP,0.04277278758065734
V0558 Nor,HALO-1kT,0.04277278758065734
V0558 Nor,KL,0.048725814900088954
V0558 Nor,SK,0.04872599193008867
V0558 Nor,HK,0.04874351397656307
V0558 Nor,JUNO,0.05779548031500105
V0558 Nor,PandaX-4T,0.05793241406717064
V0558 Nor,DS-20K,0.058020577777019626
V0558 Nor,Borexino,0.058020577777019626
V0558 Nor,LVD,0.058020577777019626
V0558 Nor,XENONnT,0.058020577777019626
V0558 Nor,Baksan,0.05847506989321189
V0558 Nor,KM3,0.06032304993691398
V0558 Nor,IC,0.07550246776382355
NSV 24492,MicroBooNe,0.026545997925309234
NSV 24492,LZ,0.026545997925309234
NSV 24492,DUNE,0.026545997925309234
NSV 24492,SBND,0.026545997925309234
NSV 24492,NOvA,0.02797288095689224
NSV 24492,SNOP,0.028701576873613327
NSV 24492,HALO-1kT,0.028701576873613327
NSV 24492,DS-20K,0.05062361045281857
NSV 24492,LVD,0.05062361045281857
NSV 24492,XENONnT,0.05062361045281857
NSV 24492,Borexino,0.05062361045281857
NSV 24492,KL,0.0515719284921281
NSV 24492,SK,0.0515725171438961
NSV 24492,HK,0.05158185125426458
NSV 24492,IC,0.05183812231785371
NSV 24492,KM3,0.05206501346001069
NSV 24492,Baksan,0.05498646075746572
NSV 24492,JUNO,0.05817646967999687
NSV 24492,PandaX-4T,0.05858100037187733
BM Sco,NOvA,0.05509042320731002
BM Sco,MicroBooNe,0.05519718606411974
BM Sco,LZ,0.05519718606411974
BM Sco,SBND,0.05519718606411974
BM Sco,DUNE,0.05519718606411974
BM Sco,SNOP,0.056584074150326416
BM Sco,HALO-1kT,0.056584074150326416
BM Sco,KL,0.07387480902043013
BM Sco,SK,0.0738753574039992
BM Sco,HK,0.07388909400877136
BM Sco,LVD,0.07777337829107402
BM Sco,DS-20K,0.07777337829107402
BM Sco,Borexino,0.07777337829107402
BM Sco,XENONnT,0.07777337829107402
BM Sco,KM3,0.07985678281645428
BM Sco,Baksan,0.08101587935643734
BM Sco,JUNO,0.08270429280982061
BM Sco,PandaX-4T,0.08314514457784733
BM Sco,IC,0.08688570463019821
ASAS J104420-5803.9,SK,0.026506328073129328
ASAS J104420-5803.9,KL,0.026507061066587134
ASAS J104420-5803.9,HK,0.026522741159546507
ASAS J104420-5803.9,PandaX-4T,0.031574015860337486
ASAS J104420-5803.9,JUNO,0.03201771781323119
ASAS J104420-5803.9,Baksan,0.03790926138237634
ASAS J104420-5803.9,NOvA,0.04108098535578441
ASAS J104420-5803.9,LVD,0.04253085173983282
ASAS J104420-5803.9,DS-20K,0.04253085173983282
ASAS J104420-5803.9,Borexino,0.04253085173983282
ASAS J104420-5803.9,XENONnT,0.04253085173983282
ASAS J104420-5803.9,HALO-1kT,0.042894927789744054
ASAS J104420-5803.9,SNOP,0.042894927789744054
ASAS J104420-5803.9,SBND,0.04376536467558791
ASAS J104420-5803.9,DUNE,0.04376536467558791
ASAS J104420-5803.9,LZ,0.04376536467558791
ASAS J104420-5803.9,MicroBooNe,0.04376536467558791
ASAS J104420-5803.9,KM3,0.04418423755921399
ASAS J104420-5803.9,IC,0.06400094457979269
HD 101007,SK,0.05425585517173378
HD 101007,KL,0.054256307188356716
HD 101007,HK,0.05427062674879775
HD 101007,PandaX-4T,0.05985418184810741
HD 101007,JUNO,0.06014667312955361
HD 101007,NOvA,0.06412438934320326
HD 101007,Baksan,0.06479099252453167
HD 101007,SNOP,0.0660655055715028
HD 101007,HALO-1kT,0.0660655055715028
HD 101007,MicroBooNe,0.06677970473307311
HD 101007,SBND,0.06677970473307311
HD 101007,DUNE,0.06677970473307311
HD 101007,LZ,0.06677970473307311
HD 101007,DS-20K,0.06850281157111324
HD 101007,Borexino,0.06850281157111324
HD 101007,LVD,0.06850281157111324
HD 101007,XENONnT,0.06850281157111324
HD 101007,KM3,0.07038667587505905
HD 101007,IC,0.09158543049452618
NSV 20321,NOvA,0.044901534775691906
NSV 20321,MicroBooNe,0.04668690770140904
NSV 20321,SBND,0.04668690770140904
NSV 20321,DUNE,0.04668690770140904
NSV 20321,LZ,0.04668690770140904
NSV 20321,SNOP,0.04745800596902661
NSV 20321,HALO-1kT,0.04745800596902661
NSV 20321,KL,0.04997456999484174
NSV 20321,SK,0.04997507209676564
NSV 20321,HK,0.0499887088683548
NSV 20321,JUNO,0.05936177509428558
NSV 20321,PandaX-4T,0.06015896338816823
NSV 20321,Baksan,0.06314875379280248
NSV 20321,DS-20K,0.06330614652156816
NSV 20321,Borexino,0.06330614652156816
NSV 20321,LVD,0.06330614652156816
NSV 20321,XENONnT,0.06330614652156816
NSV 20321,KM3,0.06550541952905811
NSV 20321,IC,0.07655195592869951
NSV 18809,SK,0.02171532065824068
NSV 18809,KL,0.021715941212631328
NSV 18809,HK,0.021735226516967916
NSV 18809,PandaX-4T,0.028431232903368818
NSV 18809,JUNO,0.028798410256141882
NSV 18809,NOvA,0.03285408619532989
NSV 18809,Baksan,0.03353239226991599
NSV 18809,SNOP,0.03481554491540827
NSV 18809,HALO-1kT,0.03481554491540827
NSV 18809,MicroBooNe,0.03554511934441321
NSV 18809,SBND,0.03554511934441321
NSV 18809,DUNE,0.03554511934441321
NSV 18809,LZ,0.03554511934441321
NSV 18809,DS-20K,0.03719867613965221
NSV 18809,Borexino,0.03719867613965221
NSV 18809,LVD,0.03719867613965221
NSV 18809,XENONnT,0.03719867613965221
NSV 18809,KM3,0.03902249310178126
NSV 18809,IC,0.05795363310705543
V0910 Cen,SK,0.03129686009646292
V0910 Cen,KL,0.03129740811771594
V0910 Cen,HK,0.03131434984826644
V0910 Cen,PandaX-4T,0.037486721891089245
V0910 Cen,JUNO,0.03784150872636686
V0910 Cen,NOvA,0.04189399915854779
V0910 Cen,Baksan,0.042514412793816826
V0910 Cen,SNOP,0.04385739950134608
V0910 Cen,HALO-1kT,0.04385739950134608
V0910 Cen,MicroBooNe,0.04459625292520342
V0910 Cen,SBND,0.04459625292520342
V0910 Cen,DUNE,0.04459625292520342
V0910 Cen,LZ,0.04459625292520342
V0910 Cen,DS-20K,0.046234067167603754
V0910 Cen,Borexino,0.046234067167603754
V0910 Cen,LVD,0.046234067167603754
V0910 Cen,XENONnT,0.046234067167603754
V0910 Cen,KM3,0.04810048064490656
V0910 Cen,IC,0.06815275065050912
V0361 Car,SK,0.050000528065490615
V0361 Car,KL,0.05000116906439035
V0361 Car,HK,0.0500139934815508
V0361 Car,PandaX-4T,0.05405025895988379
V0361 Car,JUNO,0.0545280449344341
V0361 Car,Baksan,0.059812998476229284
V0361 Car,NOvA,0.0634894522439824
V0361 Car,LVD,0.06443400339993295
V0361 Car,DS-20K,0.06443400339993295
V0361 Car,Borexino,0.06443400339993295
V0361 Car,XENONnT,0.06443400339993295
V0361 Car,HALO-1kT,0.06526137128590208
V0361 Car,SNOP,0.06526137128590208
V0361 Car,KM3,0.06608682121059016
V0361 Car,SBND,0.06618970519534928
V0361 Car,DUNE,0.06618970519534928
V0361 Car,LZ,0.06618970519534928
V0361 Car,MicroBooNe,0.06618970519534928
V0361 Car,IC,0.08780065971013301
V0349 Car,SK,0.02094453537799734
V0349 Car,KL,0.020945434060172567
V0349 Car,HK,0.02096259275583413
V0349 Car,PandaX-4T,0.02579325126492893
V0349 Car,JUNO,0.026392832768922663
V0349 Car,Baksan,0.03220422693331655
V0349 Car,NOvA,0.03640915695891831
V0349 Car,LVD,0.0369735638958259
V0349 Car,DS-20K,0.0369735638958259
V0349 Car,Borexino,0.0369735638958259
V0349 Car,XENONnT,0.0369735638958259
V0349 Car,HALO-1kT,0.03812516351063355
V0349 Car,SNOP,0.03812516351063355
V0349 Car,KM3,0.03856468691912636
V0349 Car,SBND,0.03904923550409717
V0349 Car,DUNE,0.03904923550409717
V0349 Car,LZ,0.03904923550409717
V0349 Car,MicroBooNe,0.03904923550409717
V0349 Car,IC,0.05818767581460177
